Publisher	Series	Title	ERF Level	New GSL 95%[Types Needed]	New GSL 98%[Types Needed]	NGSL 95%[Types Needed]	NGSL 98%[Types Needed]	SEWK-J 95%[Types Needed]	SEWK-J 98%[Types Needed]	BNC/COCA 95%[Types Needed]	BNC/COCA 98%[Types Needed]
Abax
	Global Issues Narratives
		A Different Home/ Cuban-Americans	3	1904	Off-List[12]	"1,302"	Off-List[1]	"3,783"	"16,666"	1	2
		Amala's Hope/ A Family from Syria	3	Off-List[2]	Off-List[41]	"2,081"	Off-List[6]	"3,109"	"12,786"	2	5
		For Gold and Blood/ Chinese-Americans	3	Off-List[1]	Off-List[27]	"1,811"	Off-List[3]	"10,599"	"16,621"	2	8
		Hungry No More/ Irish-Americans	3	Off-List[7]	Off-List[61]	"2,247"	Off-List[12]	"11,482"	"13,358"	2	3
		Little Italy/ Italian-Americans	3	1975	Off-List[23]	"1,372"	"2,547"	"10,125"	"19,599"	1	2
		Neighbors/ A Family From El Salvador	3	Off-List[1]	Off-List[45]	"1,783"	Off-List[11]	"9,318"	"22,170"	2	6
		Nobody Knows/ African-Americans	3	2125	Off-List[20]	"1,385"	"2,423"	"10,936"	"19,895"	1	2
		Old Ways New Ways/ Jewish-Americans	3	1954	Off-List[18]	"1,391"	"2,636"	"2,882"	"24,224"	1	2
		Sent Away/ Japanese-Americans	3	Off-List[2]	Off-List[54]	"1,960"	Off-List[9]	"2,387"	"9,067"	2	5
		The Family from Vietnam	3	2120	Off-List[16]	"1,535"	Off-List[1]	"4,078"	"15,214"	1	3
		The Magic Paper/ Mexican-Americans	3	1996	Off-List[16]	"1,471"	"2,709"	"2,580"	"21,039"	1	2
		Two Hearts/ Greek-Americans	3	2304	Off-List[31]	"1,552"	Off-List[3]	"11,139"	"17,648"	1	3
Seed Learning
	Future Job Readers
		Agricultural Engineers	4	Off-List[9]	Off-List[34]	"2,608"	Off-List[8]	"4,416"	"6,817"	3	5
		App Developers	3	Off-List[3]	Off-List[14]	Off-List[1]	Off-List[2]	"19,744"	"19,744"	2	3
		Asset Managers	2	2282	Off-List[2]	"1,499"	Off-List[1]	"7,885"	"7,885"	3	3
		Computer Intelligence Engineers	3	Off-List[2]	Off-List[11]	"2,021"	"2,796"	"2,367"	"3,352"	2	3
		Cyber Security Experts	2	Off-List[2]	Off-List[14]	"1,792"	Off-List[1]	"3,178"	"10,800"	3	Off-List[1]
		Data Miners	3	Off-List[3]	Off-List[8]	Off-List[1]	Off-List[2]	"4,825"	"6,087"	3	3
		Database Administrators	4	Off-List[4]	Off-List[19]	"2,143"	Off-List[4]	"3,183"	"12,944"	3	3
		Digital Modelers	3	Off-List[8]	Off-List[22]	Off-List[1]	Off-List[5]	"10,514"	"29,260"	2	4
		Drone Pilots	3	Off-List[3]	Off-List[21]	Off-List[1]	Off-List[2]	"9,103"	"9,103"	7	7
		Genetic Counselors	3	Off-List[4]	Off-List[12]	Off-List[1]	Off-List[4]	"7,767"	"11,034"	3	3
		Intellectual Property Lawyers	4	Off-List[2]	Off-List[11]	"1,979"	Off-List[4]	"6,878"	"9,199"	3	4
		IoT Marketing Specialists	3	Off-List[1]	Off-List[4]	"1,792"	Off-List[3]	"2,551"	"9,663"	2	3
		Medical Scientists	2	Off-List[1]	Off-List[5]	"1,759"	Off-List[1]	"3,179"	"3,841"	3	3
		Nanotechnology Research Scientists	4	Off-List[21]	Off-List[52]	Off-List[3]	Off-List[14]	"10,914"	"34,233"	15	19
		Quantum Computer Scientists	4	Off-List[4]	Off-List[20]	Off-List[1]	Off-List[9]	"10,977"	"20,300"	4	5
		Robotics Engineers	2	Off-List[3]	Off-List[5]	Off-List[1]	Off-List[2]	"2,890"	"5,682"	4	4
		Social Media Managers	2	994	Off-List[1]	"1,262"	Off-List[2]	"2,962"	"2,962"	3	5
		Space Pilots	3	Off-List[2]	Off-List[13]	Off-List[1]	Off-List[7]	"2,798"	"11,762"	7	33
		Water Harvesters	3	Off-List[6]	Off-List[32]	Off-List[2]	Off-List[6]	"4,057"	"24,140"	4	4
		Wearable Technology Creators	3	Off-List[4]	Off-List[21]	Off-List[1]	Off-List[3]	"2,422"	"10,745"	2	2
	World History Readers 
		Alexander the Great	3	Off-List[8]	Off-List[41]	"2,451"	Off-List[13]	"12,815"	"16,389"	2	3
		Benjamin Franklin	3	Off-List[6]	Off-List[26]	Off-List[2]	Off-List[16]	"7,265"	"12,375"	3	6
		Calendars and the History of Time	2	Off-List[5]	Off-List[19]	Off-List[1]	Off-List[5]	"16,389"	"24,788"	4	4
		Capitalism: Good or Evil?	5	Off-List[15]	Off-List[53]	Off-List[1]	Off-List[12]	"7,563"	"13,015"	4	4
		China: The New Superpower	4	Off-List[21]	Off-List[65]	Off-List[1]	Off-List[27]	"14,833"	"29,090"	3	7
		Chinas First Empire: The Qin Dynasty	5	Off-List[15]	Off-List[50]	Off-List[3]	Off-List[16]	"10,592"	"15,840"	4	5
		Christopher Columbus	3	Off-List[4]	Off-List[24]	"2,114"	Off-List[4]	"5,271"	"13,750"	2	3
		Cleopatra	3	Off-List[9]	Off-List[39]	Off-List[1]	Off-List[19]	"14,322"	"35,342"	2	4
		Communication Technology	5	Off-List[37]	Off-List[82]	Off-List[15]	Off-List[47]	"7,160"	"26,176"	5	18
		Decisive Battles of World War II	4	Off-List[25]	Off-List[66]	Off-List[5]	Off-List[22]	"11,370"	"20,878"	3	4
		Galileo Galilei	3	Off-List[12]	Off-List[36]	"2,471"	Off-List[10]	"19,469"	"38,426"	3	5
		Genghis Khan	3	Off-List[22]	Off-List[57]	Off-List[3]	Off-List[22]	"13,096"	"49,727"	4	8
		Global Trade and Peace	5	Off-List[21]	Off-List[62]	"2,763"	Off-List[19]	"6,970"	"14,432"	3	4
		Greek Culture	5	Off-List[34]	Off-List[83]	Off-List[10]	Off-List[36]	"24,139"	"37,698"	3	6
		Korea: A Land Divided by War	3	Off-List[3]	Off-List[23]	"1,768"	Off-List[2]	"19,534"	"21,957"	2	2
		Leonardo da Vinci	3	Off-List[20]	Off-List[53]	Off-List[5]	Off-List[27]	"7,454"	"16,308"	3	6
		Life and Death in Ancient Egypt	3	Off-List[49]	Off-List[82]	Off-List[15]	Off-List[45]	"16,389"	"49,690"	5	12
		Life in the Roman Army	3	Off-List[31]	Off-List[69]	Off-List[4]	Off-List[23]	"29,371"	"35,342"	3	7
		Napoleon	5	Off-List[43]	Off-List[92]	Off-List[9]	Off-List[49]	"10,252"	"19,120"	3	4
		Popes and Kings in the Middle Ages	4	Off-List[14]	Off-List[48]	Off-List[3]	Off-List[22]	"13,836"	"20,706"	4	4
		Searching for El Dorado	2	Off-List[3]	Off-List[12]	"1,874"	Off-List[1]	"15,266"	"31,049"	1	3
		Space Exploration	3	Off-List[11]	Off-List[31]	Off-List[3]	Off-List[11]	"8,002"	"20,329"	4	7
		Tea and Wars	3	Off-List[14]	Off-List[35]	Off-List[5]	Off-List[16]	"17,865"	"31,121"	3	8
		The Agricultural Revolution	3	Off-List[16]	Off-List[40]	Off-List[3]	Off-List[17]	"4,375"	"12,797"	3	5
		The Battle of Salamis	3	Off-List[11]	Off-List[34]	Off-List[3]	Off-List[14]	"37,698"	"37,698"	2	6
		The Birth of the United States of America	3	Off-List[12]	Off-List[41]	Off-List[2]	Off-List[18]	"12,574"	"17,865"	3	4
		The British Empire Then and Now	3	Off-List[1]	Off-List[15]	"2,745"	Off-List[2]	"12,574"	"18,107"	3	3
		The Cold War	5	Off-List[18]	Off-List[61]	Off-List[2]	Off-List[22]	"13,820"	"27,088"	3	4
		The Crusades	3	Off-List[2]	Off-List[29]	"2,226"	Off-List[5]	"13,750"	"25,303"	4	5
		The First Democracies	5	Off-List[17]	Off-List[59]	"2,763"	Off-List[19]	"11,680"	"32,594"	3	4
		The French Revolution	3	Off-List[7]	Off-List[26]	Off-List[1]	Off-List[9]	"11,790"	"19,752"	3	7
		The Great Depression	4	Off-List[1]	Off-List[32]	"2,126"	Off-List[2]	"7,386"	"13,096"	2	3
		The Great Plague	4	Off-List[6]	Off-List[30]	Off-List[1]	Off-List[6]	"5,217"	"10,244"	2	4
		The Great Plane Race	3	Off-List[13]	Off-List[53]	"2,633"	Off-List[14]	"11,937"	"53,338"	3	5
		The Great Wall of China	2	Off-List[1]	Off-List[17]	"1,872"	Off-List[3]	"3,306"	"9,141"	2	3
		The History of Printing	3	Off-List[7]	Off-List[17]	"2,661"	Off-List[6]	"2,154"	"11,680"	2	4
		The History of Transportation	5	Off-List[37]	Off-List[85]	Off-List[7]	Off-List[42]	"6,178"	"13,759"	3	17
		The Industrial Revolution	3	Off-List[3]	Off-List[19]	"2,624"	Off-List[6]	"4,148"	"10,125"	3	3
		The Invention of Writing	2	Off-List[11]	Off-List[26]	Off-List[5]	Off-List[18]	"16,375"	"54,263"	4	14
		The Magic of Numbers	2	Off-List[13]	Off-List[29]	Off-List[3]	Off-List[14]	"13,697"	0[3]	3	Off-List[2]
		The Making of a United Europe	2	1689	Off-List[5]	"1,629"	"2,763"	"11,056"	"13,750"	2	3
		The Medical Revolution	4	Off-List[31]	Off-List[70]	Off-List[11]	Off-List[36]	"16,486"	"48,581"	4	11
		The Mughal Empire	4	Off-List[16]	Off-List[51]	Off-List[3]	Off-List[30]	"20,049"	"40,661"	4	13
		The Neo-Assyrian Empire	3	Off-List[8]	Off-List[26]	"2,745"	Off-List[12]	"17,373"	"17,540"	3	4
		The Neo-Babylonian Empire	3	Off-List[1]	Off-List[18]	"2,745"	Off-List[4]	"19,928"	"43,228"	2	3
		The Ottomans and Their Empire	3	2100	Off-List[7]	"2,145"	Off-List[3]	"14,140"	"20,961"	2	9
		The Persian Empire	2	Off-List[2]	Off-List[14]	"2,745"	Off-List[3]	"20,049"	"37,698"	2	4
		The Pilgrim Fathers	2	Off-List[5]	Off-List[22]	Off-List[1]	Off-List[8]	"10,125"	"14,124"	3	6
		The Rise and Fall of Communism	3	Off-List[5]	Off-List[24]	Off-List[1]	Off-List[11]	"13,750"	"23,613"	3	5
		The Spanish Conquest of the Americas	3	Off-List[11]	Off-List[36]	Off-List[2]	Off-List[16]	"21,850"	"40,801"	3	7
		The Story of the Reformation	4	Off-List[7]	Off-List[31]	Off-List[1]	Off-List[14]	"14,236"	"14,719"	3	4
		The Story of the Renaissance	4	Off-List[4]	Off-List[30]	"1,754"	Off-List[4]	"16,308"	"38,426"	2	3
		The Tower of Babel	2	Off-List[2]	Off-List[11]	"2,322"	Off-List[1]	"4,057"	"22,408"	2	2
		The Trojan War	3	Off-List[1]	Off-List[15]	"2,226"	Off-List[4]	"16,146"	"37,698"	2	3
		The Vikings and Erik the Red	3	Off-List[13]	Off-List[44]	Off-List[1]	Off-List[16]	"8,987"	"18,168"	2	4
		The War Between the States	3	2007	Off-List[4]	"1,419"	"2,423"	"4,238"	"13,076"	2	2
		Traveling on the Silk Road	2	Off-List[2]	Off-List[14]	"2,285"	Off-List[3]	"3,967"	"15,267"	3	6
		Tutankhamun	4	Off-List[11]	Off-List[51]	Off-List[2]	Off-List[23]	"10,592"	"16,389"	4	5
		Wars in the Middle East	3	Off-List[4]	Off-List[21]	"2,532"	Off-List[6]	"15,243"	"24,490"	2	3
		World War I	5	Off-List[49]	Off-List[97]	Off-List[7]	Off-List[47]	"10,674"	"15,126"	4	6
Sunshine Books
	Sunshine Books
		Along Comes Jake	1	2045	Off-List[1]	"1,977"	Off-List[1]	"12,960"	"13,947"	1	2
		An Elephant for the Holidays	1	Off-List[1]	Off-List[4]	"2,292"	Off-List[2]	"1,032"	"1,875"	1	2
		Are We There Yet?	1	Off-List[3]	Off-List[10]	Off-List[1]	Off-List[5]	"5,277"	"13,871"	2	10
		At School	1	2045	Off-List[1]	672	872	571	571	1	1
		Aunty Maria and the Cat	1	Off-List[1]	Off-List[3]	"1,748"	Off-List[1]	"13,225"	"13,225"	1	2
		Did You Know?	1	Off-List[37]	Off-List[51]	Off-List[23]	Off-List[37]	"5,517"	"14,903"	7	13
		Geckos	1	Off-List[7]	Off-List[10]	Off-List[5]	Off-List[7]	"14,662"	0[1]	14	14
		Going to Lucys House	1	Off-List[1]	Off-List[2]	"2,114"	Off-List[2]	"2,492"	"2,703"	2	9
		Grandmas Birds	1	Off-List[2]	Off-List[8]	Off-List[1]	Off-List[4]	"1,897"	"8,350"	2	4
		Great Big Spelling Problems	1	Off-List[2]	Off-List[6]	Off-List[1]	Off-List[2]	"7,349"	"12,618"	4	5
		Hiccups for Hippo	1	Off-List[4]	Off-List[7]	Off-List[2]	Off-List[4]	"5,403"	"5,485"	11	11
		Horseshoes	1	Off-List[2]	Off-List[5]	Off-List[1]	Off-List[2]	"1,107"	"7,964"	2	7
		I Go Go Go	1	1551	Off-List[1]	631	"1,116"	495	980	1	1
		I Like	1	Off-List[4]	Off-List[5]	Off-List[4]	Off-List[5]	"1,376"	"3,880"	6	Off-List[1]
		I Like Spinach	1	Off-List[2]	Off-List[6]	Off-List[2]	Off-List[6]	"14,176"	"21,643"	7	8
		Im Bigger Than You!	1	309	309	184	184	"6,780"	"6,780"	7	7
		In My Home	1	2155	2456	Off-List[2]	Off-List[3]	980	"2,158"	2	33
		In the Middle of the Night	1	Off-List[8]	Off-List[17]	Off-List[1]	Off-List[6]	"1,952"	"5,485"	2	3
		Just Right!	1	763	1997	705	"1,668"	969	"2,099"	1	2
		Kangaroo	1	Off-List[4]	Off-List[5]	Off-List[1]	Off-List[2]	"1,899"	"2,996"	7	9
		Letters for Mr James	1	1631	Off-List[1]	"1,472"	Off-List[1]	"11,210"	"27,403"	1	23
		Lizards Grandmother	1	Off-List[1]	Off-List[5]	"2,601"	"2,728"	"4,023"	"4,023"	6	7
		Look at Me Mum!	1	Off-List[1]	Off-List[2]	"1,935"	Off-List[1]	"3,907"	"7,349"	2	5
		Look Out	1	Off-List[3]	Off-List[4]	Off-List[3]	Off-List[4]	"4,598"	"4,622"	5	9
		Lucys Rooster	1	Off-List[5]	Off-List[8]	Off-List[3]	Off-List[5]	"8,528"	"52,982"	11	11
		Magnets	1	Off-List[5]	Off-List[13]	Off-List[1]	Off-List[5]	"2,627"	"4,794"	3	4
		Mishi-na	1	Off-List[5]	Off-List[11]	Off-List[3]	Off-List[5]	0[1]	0[1]	5	6
		Mrs Pyes Pool	1	Off-List[5]	Off-List[7]	Off-List[1]	Off-List[3]	"9,406"	"24,725"	2	4
		My Boat	1	Off-List[3]	Off-List[7]	"2,508"	Off-List[3]	"1,892"	"2,416"	2	4
		My Family	1	Off-List[1]	Off-List[2]	Off-List[1]	Off-List[2]	871	"1,897"	1	1
		My Granny Rides a Bicycle	1	Off-List[2]	Off-List[4]	Off-List[2]	Off-List[3]	"1,541"	"2,028"	6	6
		My Superheroes	1	Off-List[1]	Off-List[2]	Off-List[1]	Off-List[1]	"3,661"	"3,661"	13	13
		Nothing Ever Happens	1	Off-List[1]	Off-List[5]	Off-List[1]	Off-List[4]	"7,349"	"11,590"	2	4
		Puppy Playtime	1	Off-List[1]	Off-List[3]	Off-List[1]	Off-List[2]	"1,583"	"2,051"	2	2
		Ratty-tatty	1	Off-List[4]	Off-List[6]	Off-List[1]	Off-List[3]	"41,629"	"41,629"	14	14
		Sams Mother Comes to School	1	Off-List[7]	Off-List[18]	"2,627"	Off-List[4]	"17,299"	"17,299"	2	5
		Sharks	1	Off-List[4]	Off-List[6]	Off-List[2]	Off-List[4]	"1,707"	"5,239"	5	8
		Silver Footprints	1	Off-List[3]	Off-List[9]	Off-List[1]	Off-List[3]	"7,349"	"14,234"	7	7
		Snoopy the Snail	1	Off-List[4]	Off-List[10]	"2,567"	Off-List[1]	"4,676"	"6,590"	7	17
		Snow World	1	Off-List[13]	Off-List[25]	Off-List[2]	Off-List[10]	"2,492"	"6,480"	4	5
		Springtime	1	Off-List[7]	Off-List[10]	Off-List[3]	Off-List[6]	"2,175"	"8,250"	4	7
		Strawberries for Katinka	1	Off-List[2]	Off-List[7]	Off-List[1]	Off-List[1]	"3,318"	"36,555"	2	2
		Surf Rescue	1	Off-List[1]	Off-List[3]	"2,379"	Off-List[2]	"2,378"	"6,607"	5	8
		Tails	1	Off-List[6]	Off-List[12]	"2,537"	Off-List[6]	"1,876"	"8,261"	2	8
		Tess and Paddy	1	Off-List[2]	Off-List[4]	"2,191"	Off-List[1]	"1,348"	"4,029"	2	5
		Tess and Paddy	1	Off-List[4]	Off-List[9]	Off-List[3]	Off-List[6]	"45,184"	"45,184"	10	10
		The Bag of Smiles	1	2455	Off-List[2]	"2,337"	Off-List[2]	"1,112"	"1,599"	1	1
		The Barbecue	1	Off-List[5]	Off-List[5]	Off-List[4]	Off-List[4]	"21,643"	"21,643"	9	9
		The Basketball Game	1	2251	Off-List[1]	"1,199"	"1,199"	874	874	2	2
		The Birthday Cake	1	2457	Off-List[1]	"2,236"	Off-List[1]	297	481	2	33
		The Boy who Wanted to be Someone	1	2492	Off-List[5]	"2,332"	Off-List[2]	"8,605"	"10,252"	1	8
		The Giant Pumpkin	1	Off-List[3]	Off-List[7]	Off-List[1]	Off-List[2]	"45,633"	"45,633"	11	11
		The Magic Tree	1	Off-List[2]	Off-List[2]	"1,825"	"2,589"	942	"1,218"	2	2
		The Rollercoaster Ride	1	Off-List[4]	Off-List[5]	Off-List[1]	Off-List[2]	"16,960"	"21,909"	1	14
		The S Party	1	Off-List[8]	Off-List[11]	Off-List[7]	Off-List[10]	"17,299"	"20,269"	13	33
		The Seed	1	Off-List[3]	Off-List[4]	"1,813"	Off-List[1]	"14,329"	"20,242"	2	5
		The Terrible Tiger	1	Off-List[5]	Off-List[8]	Off-List[2]	Off-List[3]	"5,874"	"10,216"	4	9
		The Traveller and the Farmer	1	Off-List[5]	Off-List[8]	Off-List[2]	Off-List[5]	"1,240"	"2,302"	2	2
		The Walk	1	Off-List[5]	Off-List[13]	Off-List[1]	Off-List[6]	"2,198"	"4,834"	2	11
		The Week it Rained	1	Off-List[3]	Off-List[5]	Off-List[2]	Off-List[4]	"4,783"	"6,404"	1	1
		The Whale	1	Off-List[2]	Off-List[3]	Off-List[1]	Off-List[2]	"2,380"	"2,380"	4	4
		Trees are Special	1	1778	Off-List[2]	"1,525"	Off-List[2]	"1,607"	"3,438"	1	6
		Tricking Travis	1	2263	Off-List[4]	"2,082"	"2,617"	"2,882"	"7,349"	1	2
		Two Stupid Cats	1	Off-List[2]	Off-List[6]	"2,497"	Off-List[2]	"2,492"	"3,648"	2	5
		Wake up Mum!	1	Off-List[4]	Off-List[5]	Off-List[1]	Off-List[2]	"65,993"	"65,993"	20	20
		Watch Me! Watch Me!	1	Off-List[3]	Off-List[7]	Off-List[2]	Off-List[4]	"11,210"	"13,293"	4	8
		What Am I?	1	Off-List[6]	Off-List[10]	Off-List[4]	Off-List[8]	"1,584"	"2,779"	4	8
		Where Are You Going Aja Rose?	1	1382	1904	"1,147"	"1,322"	666	666	1	1
		Where Is My Hat?	1	Off-List[2]	Off-List[3]	Off-List[1]	Off-List[2]	768	768	2	2
		Where is the Cabbage?	1	Off-List[1]	Off-List[2]	Off-List[1]	Off-List[2]	"2,474"	"2,474"	6	6
		Wheres Tim?	1	Off-List[2]	Off-List[3]	Off-List[1]	Off-List[2]	953	"1,136"	33	33
		Working Dogs	1	Off-List[15]	Off-List[26]	Off-List[4]	Off-List[13]	"5,201"	"7,189"	4	6
		Zolar and Zina	1	1747	Off-List[1]	"1,432"	Off-List[1]	789	"1,085"	1	2
WAO Corporation
	WAO Waochi Picture Books
		A Busy Man	1	Off-List[2]	Off-List[4]	"1,506"	Off-List[1]	"1,112"	"4,117"	1	2
		A Short Trip	1	Off-List[2]	Off-List[4]	Off-List[1]	Off-List[3]	"2,685"	"29,112"	2	9
		A Summer Day	1	Off-List[2]	Off-List[3]	Off-List[3]	Off-List[4]	"1,844"	"2,029"	8	8
		A Windy Day	1	Off-List[3]	Off-List[4]	"1,313"	Off-List[1]	"2,072"	"2,159"	1	1
		Antenna	1	Off-List[2]	Off-List[4]	Off-List[1]	Off-List[2]	"2,392"	"5,156"	7	18
		Dandelion	1	Off-List[3]	Off-List[5]	Off-List[2]	Off-List[4]	"5,304"	"5,304"	4	10
		Gentleman	1	Off-List[5]	Off-List[7]	"1,988"	Off-List[1]	995	"2,453"	2	3
		Get	1	Off-List[1]	Off-List[2]	Off-List[1]	Off-List[1]	"3,310"	"3,310"	3	3
		Go	1	Off-List[4]	Off-List[6]	Off-List[3]	Off-List[5]	"3,689"	"6,520"	5	10
		Have	1	Off-List[2]	Off-List[4]	Off-List[1]	Off-List[3]	"2,169"	0[1]	2	3
		Make	1	Off-List[1]	Off-List[2]	"2,322"	Off-List[1]	"1,093"	"1,104"	2	33
		My Phone	1	Off-List[2]	Off-List[4]	"2,087"	Off-List[2]	"1,128"	"2,289"	2	4
		Put	1	Off-List[4]	Off-List[5]	Off-List[2]	Off-List[3]	"1,525"	"3,984"	9	33
		Rice Cake	1	Off-List[3]	Off-List[4]	Off-List[1]	Off-List[2]	"1,816"	"2,212"	2	5
		Seasonal Delicacies	1	Off-List[4]	Off-List[6]	Off-List[4]	Off-List[6]	"4,617"	"22,147"	9	12
		See	1	Off-List[4]	Off-List[7]	Off-List[2]	Off-List[5]	"4,254"	"37,517"	5	14
		Set	1	Off-List[5]	Off-List[6]	Off-List[2]	Off-List[3]	"4,095"	"5,104"	2	2
		Sports Day	1	Off-List[2]	Off-List[4]	Off-List[1]	Off-List[3]	"2,132"	"3,656"	3	5
		Take	1	Off-List[2]	Off-List[4]	"2,350"	Off-List[2]	"1,679"	"2,287"	2	4
Wayzgoose Press
	Wayzgoose Press
		After Twenty Years	4	Off-List[1]	Off-List[28]	"1,861"	Off-List[7]	"3,368"	"7,618"	2	4
		At Work	2	Off-List[2]	Off-List[20]	"2,586"	Off-List[9]	"12,991"	0[1]	2	Off-List[1]
		Cecilia's House & The Foraging Class	4	Off-List[24]	Off-List[164]	"2,292"	Off-List[40]	"3,355"	"15,729"	2	5
		Channel Runner	4	Off-List[29]	Off-List[149]	"2,136"	Off-List[24]	"10,965"	"13,636"	2	4
		Dead in Dublin	4	Off-List[53]	Off-List[291]	"2,797"	Off-List[84]	"6,588"	"21,780"	2	5
		Fair Play	3	2075	Off-List[9]	"1,347"	"2,527"	"1,523"	"8,605"	1	2
		Folktales	3	Off-List[6]	Off-List[30]	"2,289"	Off-List[5]	"1,306"	"2,336"	2	2
		Frankenstein	4	Off-List[17]	Off-List[147]	"2,376"	Off-List[31]	"2,827"	"6,400"	2	4
		Grandads Eleven	3	2082	Off-List[9]	"1,489"	"2,527"	"12,323"	"21,801"	1	2
		Humans in Space	4	Off-List[12]	Off-List[127]	"2,596"	Off-List[29]	"5,614"	"19,511"	3	6
		In Town	2	Off-List[15]	Off-List[52]	Off-List[3]	Off-List[25]	"14,497"	"16,394"	3	6
		Interesting People	3	2241	Off-List[39]	"1,635"	Off-List[2]	"2,016"	"9,285"	2	2
		Inventions	4	Off-List[17]	Off-List[98]	Off-List[2]	Off-List[30]	"3,465"	"12,327"	3	5
		Lights at Chickasaw Point & The Two Garcons	4	Off-List[3]	Off-List[60]	"1,876"	Off-List[8]	"12,182"	"15,515"	2	4
		Living at Trace	4	2407	Off-List[32]	"1,708"	Off-List[6]	"12,182"	"14,452"	2	5
		Notable Native Americans	4	Off-List[16]	Off-List[155]	"2,567"	Off-List[27]	"8,019"	"20,706"	2	4
		Summer in Cimarron & Lunch at the Dixie Diner	4	Off-List[1]	Off-List[55]	"1,825"	Off-List[3]	"2,789"	"17,857"	2	3
		Take Five	4	Off-List[2]	Off-List[57]	"1,597"	Off-List[5]	"6,457"	"12,620"	2	5
		The Bee Creek Blues & Meridian	4	Off-List[12]	Off-List[80]	"2,295"	Off-List[13]	"12,657"	"17,439"	3	6
		The Gift of the Magi	4	Off-List[83]	Off-List[147]	Off-List[14]	Off-List[74]	"6,833"	"11,548"	3	6
		The Lady or the Tiger?	4	Off-List[72]	Off-List[148]	Off-List[11]	Off-List[70]	"4,992"	"8,143"	3	5
		The Monkey's Paw	4	Off-List[112]	Off-List[233]	Off-List[11]	Off-List[114]	"4,832"	"11,210"	3	5
		The Most Dangerous Game	4	Off-List[86]	Off-List[264]	Off-List[1]	Off-List[93]	"2,797"	"6,420"	2	4
		The Storm	4	Off-List[19]	Off-List[163]	"2,075"	Off-List[30]	"7,686"	"13,747"	2	5
		The Visitors	4	Off-List[18]	Off-List[194]	"2,111"	Off-List[32]	"3,368"	"12,602"	2	5
		The World of Sports	4	Off-List[27]	Off-List[201]	"2,637"	Off-List[46]	"6,448"	"16,486"	3	5
		Urban Legends	3	Off-List[30]	Off-List[162]	Off-List[2]	Off-List[35]	"2,937"	"14,329"	3	33
		Variety Pack/ Readers' Choice (Intermediate)	4	Off-List[40]	Off-List[246]	"2,540"	Off-List[49]	"2,958"	"8,128"	2	4
		Variety Pack/ Readers' Choice (Low Intermediate)	4	Off-List[15]	Off-List[124]	"2,591"	Off-List[22]	"3,134"	"13,225"	2	4
